renda,divida,score,tempo_emprego,idade,classe
0.16886,0.206875,0.893,0.68541666666667,0.46,bom
0.10188,0.14628,0.837,0.0375,0.25,bom
0.53164,0.529995,0.63,0.49375,0.4,bom
0.75644,1,0.442,0.21666666666667,0.39,ruim
0.62402,1,0.543,0.125,0.24,ruim
0.94406,1,0.236,0.06875,0.44,ruim
0.29084,0.168645,0.185,0.41875,0.55,bom
0.61602,1,0.245,0,0.18,ruim
0.61968,1,0.946,0.49166666666667,0.56,bom
0.83562,1,0.892,0.06875,0.52,ruim
0.71144,0.013785,0.547,0.43541666666667,0.42,bom
0.48848,0.73197,0.89,0.05,0.37,bom
0.0918,0.197235,0.738,0.5875,0.44,bom
0.42082,0.66673,0.569,0.1375,0.26,ruim
0.38262,0.521745,0.148,0.83958333333333,0.54,bom
0.2019,0.1633,0.3,0.00625,0.47,ruim
0.79172,0.228475,0.252,0.175,0.57,bom
0.0996,0.010475,0.554,0.57708333333333,0.68,bom
0.2509,0.51435,0.54,0.0375,0.44,ruim
0.24548,0.13291,0.391,0.40416666666667,0.42,bom
0.10044,0.059495,0.912,0.39791666666667,0.46,bom
0.93634,1,0.593,0.0625,0.22,ruim
0.6832,1,0.565,0.65,0.51,ruim
0.25498,0.51455,0.88,0.44375,0.6,bom
0.17072,0.038315,0.554,0.275,0.34,bom
0.8866,0.500465,0.728,0.0875,0.23,bom
0.83314,1,0.922,0.5875,0.44,ruim
0.98048,0.566385,0.394,0.11041666666667,0.42,bom
0.88314,0.508435,0.857,0,0.18,bom
0.82672,0.371545,0.954,0.46666666666667,0.65,bom
0.13598,0.26501,0.403,0.11875,0.23,ruim
0.8573,1,0.882,0.060416666666667,0.22,ruim
0.9351,1,0.291,0.0375,0.45,ruim
0.47326,0.495995,0.685,0.8875,0.67,bom
0.80124,0.1541,0.983,0.027083333333333,0.21,bom
0.25922,0.127805,0.931,0.32291666666667,0.31,bom
0.55816,0.01,0.663,0.016666666666667,0.2,bom
0.90526,1,0.789,0.125,0.68,ruim
0.88264,1,0.238,0.083333333333333,0.51,ruim
0.26916,0.21491,0.406,0.49791666666667,0.43,bom
0.11626,0.10476,0.915,0.022916666666667,0.38,bom
0.09818,0.08243,0.791,0.19375,0.35,bom
0.86034,0.610175,0.6,0.125,0.31,bom
0.42328,0.16329,0.934,0.53958333333333,0.41,bom
0.24888,0.270905,0.709,0.35625,0.64,bom
0.18764,0.01094,0.252,0.46666666666667,0.64,bom
0.47072,0.43833,0.908,0.42916666666667,0.37,bom
0.05666,0.02026,0.227,0,0.2,ruim
0.09268,0.07533,0.595,0.0125,0.3,bom
0.99142,0.480385,0.369,0.42083333333333,0.45,bom
0.79386,0.990035,0.726,0.36875,0.36,bom
0.04806,0.010845,0.111,0.52291666666667,0.48,bom
0.65304,1,0.602,0.11875,0.67,ruim
0.38758,0.17462,0.307,0.12083333333333,0.32,bom
0.84896,1,0.743,0.17708333333333,0.63,ruim
0.62614,0.78092,0.658,0.039583333333333,0.2,ruim
0.72518,0.698615,0.441,0.55,0.53,bom
0.73304,0.299655,0.78,0.0625,0.24,bom
0.56356,0.42914,0.504,0.51458333333333,0.57,bom
0.05728,0.11046,0.724,0.11041666666667,0.29,bom
0.37622,0.86016,0.5,0.31041666666667,0.51,ruim
0.70336,0.42867,0.689,0.72708333333333,0.65,bom
0.89522,1,0.829,0.45833333333333,0.5,bom
0.16482,0.09083,0.784,0.15416666666667,0.6,bom
0.16048,0.24655,0.696,0.26875,0.37,bom
0.55482,0.86524,0.83,0.089583333333333,0.25,bom
0.8728,0.368155,0.642,0.32708333333333,0.35,bom
0.1837,0.150755,0.236,0.16458333333333,0.25,ruim
0.65028,0.0191,0.843,0.91666666666667,0.59,bom
0.37198,0.79029,0.918,0.06875,0.45,bom
0.23204,0.28084,0.557,0.31458333333333,0.4,bom
0.63848,0.61376,0.135,0.70833333333333,0.56,bom
0.74778,0.9545,0.162,0.62708333333333,0.47,ruim
0.90232,1,0.712,0.19166666666667,0.52,ruim
0.78408,1,0.59,0.03125,0.23,ruim
0.83714,1,0.676,0.50625,0.43,ruim
0.39674,0.368655,0.686,0.21666666666667,0.57,bom
0.6784,1,0.252,0.65,0.6,ruim
0.16522,0.360275,0.649,0.17916666666667,0.26,bom
0.84272,1,0.562,0.035416666666667,0.67,ruim
0.30438,0.250485,0.118,0.29583333333333,0.3,ruim
0.51494,1,0.933,0.17291666666667,0.29,bom
0.93682,1,0.695,0.42083333333333,0.43,ruim
0.75748,1,0.505,0.20208333333333,0.37,ruim
0.83432,0.307235,0.743,0.29166666666667,0.68,bom
0.41786,0.81088,0.147,0.25625,0.41,ruim
0.98594,1,0.518,0.98541666666667,0.61,ruim
0.3449,0.070755,0.856,0.91666666666667,0.7,bom
0.32924,0.4272,0.995,0.052083333333333,0.37,bom
0.92774,0.365505,0.651,0.36666666666667,0.5,bom
0.14082,0.174735,0.887,0.44791666666667,0.4,bom
0.82508,1,0.633,0.025,0.56,ruim
0.60964,1,0.297,0.0375,0.24,ruim
0.79774,1,0.712,0.0875,0.22,ruim
0.90282,0.645035,0.245,0.23333333333333,0.7,ruim
0.31936,0.641725,0.802,0.61041666666667,0.56,bom
0.28046,0.114995,0.803,0.44791666666667,0.53,bom
0.30554,0.364875,0.33,0.9125,0.66,bom
0.63192,0.572955,0.668,0.8625,0.63,bom
0.12558,0.10741,0.791,0.072916666666667,0.24,bom
0.15084,0.19752,0.356,0.58958333333333,0.64,bom
0.39422,0.90776,0.16,0.88125,0.62,ruim
0.71232,1,1,0.175,0.54,ruim
0.03992,0.058255,0.64,0.57083333333333,0.61,bom
0.14402,0.231495,0.97,0.18958333333333,0.34,bom
0.62602,0.673595,0.847,0.25625,0.31,bom
0.94154,1,0.849,0.10416666666667,0.66,ruim
0.09318,0.088045,0.528,0.52083333333333,0.47,bom
0.26472,0.14482,0.17,0.083333333333333,0.26,ruim
0.74768,0.178975,0.71,0.52291666666667,0.46,bom
0.11494,0.034885,0.3,0.23333333333333,0.29,bom
0.22964,0.342205,0.832,0.43958333333333,0.38,bom
0.07208,0.08012,0.858,0.31875,0.31,bom
0.39864,0.881975,0.985,0.22083333333333,0.7,bom
0.95924,1,0.466,0.63333333333333,0.44,ruim
0.39852,0.807955,0.132,0.77708333333333,0.56,ruim
0.3902,0.79391,0.314,0.12916666666667,0.3,ruim
0.15486,0.369125,0.327,0.47083333333333,0.54,bom
0.53762,0.53727,0.447,0.40208333333333,0.4,bom
0.7076,1,0.432,0,0.18,ruim
0.22954,0.28275,0.572,0.18125,0.38,bom
0.28328,0.10021,0.702,0.53125,0.49,bom
0.89674,1,0.748,0.05625,0.29,ruim
0.89674,0.21312,0.356,0.8,0.52,bom
0.81394,1,0.848,0.59791666666667,0.62,bom
0.86658,1,0.646,0.070833333333333,0.24,ruim
0.18296,0.257705,0.165,0.28541666666667,0.6,ruim
0.1405,0.308585,0.782,0.8875,0.59,bom
0.7066,0.29568,0.993,0.49375,0.6,bom
0.27764,0.408855,0.174,0.42708333333333,0.69,ruim
0.8149,0.2568,0.83,0.72291666666667,0.5,bom
0.78158,1,0.164,0.20416666666667,0.28,ruim
0.92576,0.381595,0.712,0.14791666666667,0.48,bom
0.31972,0.580885,0.322,0.78541666666667,0.69,bom
0.81782,0.285185,0.671,0.08125,0.34,bom
0.20628,0.43595,0.111,0.44375,0.58,ruim
0.1996,0.034915,0.297,0.98333333333333,0.64,bom
0.45014,0.125835,0.819,0.27291666666667,0.64,bom
0.47982,0.07133,0.564,0.4875,0.49,bom
0.12432,0.228595,0.615,0.21666666666667,0.34,bom
0.68712,0.75073,0.611,0.84791666666667,0.63,bom
0.89932,0.92869,0.603,0.03125,0.29,ruim
0.25748,0.641945,0.564,0.35208333333333,0.57,bom
0.0597,0.09914,0.941,0.30208333333333,0.37,bom
0.15124,0.27444,0.406,0.24583333333333,0.4,bom
0.98892,1,0.351,0.04375,0.24,ruim
0.83568,0.5519,0.636,0.05,0.2,bom
0.74174,0.023765,0.339,0.11666666666667,0.38,bom
0.60478,0.07588,0.277,0.033333333333333,0.22,bom
0.41072,0.16648,0.521,0.69583333333333,0.7,bom
0.21232,0.049275,0.804,0.077083333333333,0.64,bom
0.66418,1,0.686,0.32083333333333,0.55,ruim
0.29672,0.04822,0.986,0.5,0.39,bom
0.25592,0.14837,0.277,0.010416666666667,0.31,ruim
0.3511,0.017755,0.923,0.56666666666667,0.56,bom
0.61544,0.199595,0.378,0.06875,0.32,bom
0.63216,0.588865,0.226,0.00625,0.19,ruim
0.23976,0.246485,0.508,0.0625,0.25,bom
0.2353,0.22864,0.326,0.22708333333333,0.69,bom
0.93076,1,0.413,0.16458333333333,0.36,ruim
0.11418,0.19596,0.308,0.49583333333333,0.43,bom
0.76298,0.02039,0.521,0.11041666666667,0.59,bom
0.93402,0.775845,0.399,0.65416666666667,0.62,bom
0.45162,0.49907,0.927,0.66875,0.45,bom
0.89846,0.694065,0.111,0.80208333333333,0.63,bom
0.58134,0.6769,0.275,0.22083333333333,0.42,ruim
0.3988,0.19816,0.487,0.39583333333333,0.37,bom
0.4422,0.75333,0.604,0.30833333333333,0.43,ruim
0.7766,1,0.925,0.50625,0.61,ruim
0.50078,0.576005,0.496,0.31875,0.42,bom
0.48428,0.75528,0.384,0.53541666666667,0.68,bom
0.9962,1,0.439,0.42916666666667,0.36,ruim
0.28728,0.21415,0.643,0.0875,0.61,bom
0.52312,0.34506,0.561,0.31666666666667,0.32,bom
0.31114,0.084845,0.608,0.325,0.45,bom
0.65112,1,0.349,0.041666666666667,0.21,ruim
0.83438,0.53941,0.83,0.42916666666667,0.52,bom
0.4044,0.957025,0.626,0.0625,0.31,ruim
0.17786,0.08237,0.758,0.26875,0.29,bom
0.32034,0.562145,0.973,0.4625,0.37,bom
0.78698,1,0.787,0.11041666666667,0.3,ruim
0.31488,0.592115,0.928,0.01875,0.19,bom
0.26248,0.17297,0.85,0.06875,0.21,bom
0.5608,0.723335,0.549,0.43541666666667,0.5,bom
0.6857,1,0.485,0.32916666666667,0.66,ruim
0.32434,0.273925,0.331,0.27291666666667,0.45,bom
0.32666,0.235995,0.866,0.55208333333333,0.47,bom
0.23386,0.185315,0.287,0.54166666666667,0.42,bom
0.07534,0.11479,0.777,0.9625,0.61,bom
0.2108,0.288775,0.695,0.69583333333333,0.61,bom
0.33778,0.351445,0.1,0.38958333333333,0.49,ruim
0.56716,0.50532,0.723,0.23125,0.42,bom
0.59742,0.474155,0.14,0.40208333333333,0.62,ruim
0.25144,0.46392,0.154,0.070833333333333,0.37,ruim
0.89508,0.3101,0.278,0.475,0.62,bom
0.37542,0.095935,0.721,0.5375,0.47,bom
0.78568,1,0.409,0.020833333333333,0.24,ruim
0.47688,1,0.801,0.61666666666667,0.53,bom
0.38248,0.083685,0.686,0.46666666666667,0.49,bom
0.89266,0.08693,0.629,0.25416666666667,0.29,bom
0.77656,0.23591,0.72,0.83541666666667,0.62,bom
0.50156,0.33532,0.177,0.052083333333333,0.47,ruim
0.45358,0.08441,0.375,0.05625,0.43,bom
0.9744,0.0595,0.944,0.55833333333333,0.69,bom
0.03,0.064225,0.922,0.0625,0.44,bom
0.96078,0.292605,0.728,0.0083333333333333,0.4,bom
0.06776,0.12756,0.361,0.10416666666667,0.25,ruim
0.94532,1,0.222,0.37708333333333,0.65,ruim
0.1511,0.064405,0.471,0.4,0.45,bom
0.41718,0.200865,0.213,0.48333333333333,0.65,bom
0.57654,1,0.166,0.029166666666667,0.26,ruim
0.33584,0.10765,0.725,0.86875,0.6,bom
0.27456,0.399115,0.534,0.63541666666667,0.69,bom
0.40544,0.75117,0.61,0.74375,0.58,bom
0.66648,0.88601,0.981,0.0125,0.5,bom
0.8405,0.86587,0.695,0.1625,0.3,bom
0.77212,0.53928,0.187,0.1625,0.58,ruim
0.24672,0.416835,0.328,0.0125,0.25,ruim
0.26694,0.22117,0.122,0.34583333333333,0.37,ruim
0.2371,0.18541,0.867,0.27083333333333,0.58,bom
0.63364,0.679545,0.876,0.097916666666667,0.69,bom
0.31752,0.014885,0.993,0.43541666666667,0.42,bom
0.29682,0.607475,0.441,0.066666666666667,0.23,ruim
0.43964,0.29161,0.407,0.575,0.45,bom
0.24506,0.589415,0.883,0.15,0.3,bom
0.3359,0.522865,0.451,0.22083333333333,0.35,ruim
0.66298,0.557885,0.764,0.52083333333333,0.49,bom
0.66104,0.706935,0.573,0.19375,0.64,bom
0.69954,0.239415,0.326,0.47291666666667,0.45,bom
0.5148,0.8517,0.736,0.39166666666667,0.4,bom
0.68422,1,0.348,0.075,0.54,ruim
0.1719,0.14828,0.406,0.79166666666667,0.58,bom
0.77946,0.35292,0.966,0.225,0.67,bom
0.23604,0.03346,0.24,0.1,0.27,ruim
0.7192,0.414235,0.337,0.060416666666667,0.56,ruim
0.47334,0.248975,0.487,0.66875,0.55,bom
0.04242,0.097575,0.702,0.60416666666667,0.51,bom
0.44424,0.75001,0.168,0,0.18,ruim
0.80112,1,0.81,0.65416666666667,0.48,ruim
0.24206,0.15656,0.32,0.047916666666667,0.31,ruim
0.1853,0.11536,0.805,0.3625,0.49,bom
0.72794,1,0.614,0.22291666666667,0.3,ruim
0.73052,1,0.26,0.06875,0.22,ruim
0.87322,0.928635,0.379,0.51458333333333,0.52,bom
0.69168,0.62818,0.814,0.575,0.59,bom
0.83486,0.164135,0.536,0.95,0.61,bom
0.65,0.659835,0.159,0.26666666666667,0.29,ruim
0.33376,0.658025,0.632,0.56458333333333,0.47,bom
0.99718,1,0.131,0.01875,0.22,ruim
0.1565,0.053235,0.525,0.575,0.42,bom
0.46554,0.13675,0.194,0.24791666666667,0.34,bom
0.90058,0.33326,0.971,0.84583333333333,0.56,bom
0.25728,0.40835,0.241,0.15625,0.5,ruim
0.75598,0.843515,0.151,0.34791666666667,0.67,ruim
0.06214,0.09334,0.945,0.18125,0.26,bom
0.88018,0.861765,0.944,0.010416666666667,0.66,bom
0.152,0.219255,0.35,0.97083333333333,0.63,bom
0.59208,0.169035,0.141,0.25,0.68,bom
0.60314,0.089065,0.468,0.047916666666667,0.28,bom
0.83188,0.907515,0.176,0.75625,0.56,bom
0.94778,0.149,0.577,0.19375,0.43,bom
0.40516,0.96713,0.822,0.23333333333333,0.6,ruim
0.3137,0.76372,0.329,0.22708333333333,0.7,ruim
0.17686,0.022265,0.965,0.34375,0.64,bom
0.49086,0.658415,0.926,0.30833333333333,0.31,bom
0.59866,0.818315,0.972,0.11875,0.51,bom
0.82428,1,0.674,0.22916666666667,0.53,ruim
0.97432,1,0.238,0.16041666666667,0.29,ruim
0.14262,0.050805,0.536,0.75833333333333,0.49,bom
0.77518,1,0.459,0.027083333333333,0.34,ruim
0.37974,0.39971,0.22,0.11875,0.65,ruim
0.31312,0.17297,0.32,0.92916666666667,0.68,bom
0.41108,0.776365,0.197,0.33125,0.56,ruim
0.29568,0.69313,0.881,0.027083333333333,0.2,bom
0.03558,0.028615,0.328,0.3875,0.36,bom
0.79608,1,0.496,0.01875,0.2,ruim
0.46042,0.461255,0.402,0.15416666666667,0.32,ruim
0.98898,0.255455,0.29,0.014583333333333,0.2,bom
0.8021,1,0.329,0.7875,0.61,ruim
0.40326,0.686495,0.313,0.0083333333333333,0.19,ruim
0.70066,1,0.517,0.077083333333333,0.25,ruim
0.27122,0.044205,0.284,0.079166666666667,0.3,ruim
0.88,0.74762,0.291,0.65208333333333,0.69,bom
0.94046,0.68315,0.814,0.03125,0.38,bom
0.25208,0.444585,0.369,0.42916666666667,0.49,bom
0.33974,0.809305,0.421,0,0.19,ruim
0.70352,0.32215,0.824,0.93958333333333,0.69,bom
0.74902,1,0.246,0.17708333333333,0.27,ruim
0.72654,1,0.224,0.30833333333333,0.4,ruim
0.47594,0.264115,0.442,0.43541666666667,0.44,bom
0.31586,0.28758,0.166,0.5375,0.61,bom
0.35826,0.245425,0.575,0.39166666666667,0.46,bom
0.19312,0.183715,0.828,0.2125,0.69,bom
0.44578,0.11024,0.471,0.72708333333333,0.53,bom
0.80346,0.091995,0.689,0.225,0.28,bom
0.5221,0.068915,0.185,0.62083333333333,0.68,bom
0.30358,0.60662,0.784,0.052083333333333,0.28,bom
0.6345,0.89002,0.429,0.46666666666667,0.52,ruim
0.94266,0.555105,0.864,0.41875,0.42,bom
0.69158,1,0.67,0.39791666666667,0.41,ruim
0.48674,0.14588,0.654,0.047916666666667,0.2,bom
0.1054,0.21408,0.214,0.18125,0.37,ruim
0.04036,0.070295,0.82,0.09375,0.35,bom
0.15836,0.27322,0.124,0.097916666666667,0.51,ruim
0.96302,0.759465,0.109,0.16666666666667,0.29,ruim
0.0398,0.05108,0.685,0.62916666666667,0.66,bom
0.07794,0.16076,0.364,0.2625,0.44,bom
0.57524,0.2384,0.481,0,0.18,bom
0.31892,0.6123,0.953,0.066666666666667,0.21,bom
0.44456,1,0.364,0.16666666666667,0.32,ruim
0.62094,0.707825,0.917,0.03125,0.45,bom
0.44852,0.18392,0.272,0.52291666666667,0.64,bom
0.62734,0.161655,0.471,0.25,0.49,bom
0.56922,0.167145,0.964,0.15625,0.25,bom
0.59068,0.2823,0.772,0.56041666666667,0.61,bom
0.52272,0.321465,0.451,0.17083333333333,0.41,bom
0.3863,0.344555,0.559,0.67291666666667,0.58,bom
0.05096,0.11803,0.96,0.59583333333333,0.51,bom
0.25034,0.61989,0.681,0.077083333333333,0.28,ruim
0.38208,0.053735,0.547,0.92708333333333,0.68,bom
0.66384,1,0.266,0.0041666666666667,0.19,ruim
0.11816,0.141895,0.981,0.6125,0.48,bom
0.4563,1,0.863,0.40208333333333,0.52,bom
0.28782,0.09576,0.664,0.060416666666667,0.59,bom
0.75812,0.04975,0.179,0.41458333333333,0.53,bom
0.5272,0.93611,0.582,0.30833333333333,0.32,ruim
0.3281,0.50351,0.137,0.21875,0.39,ruim
0.55964,0.498985,0.864,0.34375,0.33,bom
0.4276,0.560185,0.751,0.13958333333333,0.38,bom
0.4982,0.720855,0.97,0.13958333333333,0.25,bom
0.31146,0.269625,0.966,0.039583333333333,0.27,bom
0.98208,0.832185,0.235,0.0041666666666667,0.38,ruim
0.69692,0.978645,0.383,0.045833333333333,0.23,ruim
0.49866,0.590535,0.455,0.24791666666667,0.57,ruim
0.79704,1,0.55,0,0.29,ruim
0.6053,0.19833,0.282,0.1375,0.4,bom
0.1154,0.026345,0.642,0.6125,0.53,bom
0.41482,0.445235,0.662,0.0625,0.21,bom
0.42526,1,0.212,0.2875,0.35,ruim
0.92812,0.1473,0.557,0.29791666666667,0.67,bom
0.33466,0.027475,0.324,0.22291666666667,0.31,bom
0.6941,0.48775,0.755,0.57291666666667,0.69,bom
0.69174,0.170655,0.199,0,0.18,ruim
0.5789,0.490135,0.252,0.52291666666667,0.65,bom
0.20868,0.50245,0.907,0.80625,0.53,bom
0.15206,0.045615,0.553,0.022916666666667,0.3,bom
0.51342,0.188235,0.5,0.47291666666667,0.67,bom
0.9618,0.207165,0.862,0.18958333333333,0.31,bom
0.81504,0.704845,0.772,0.76875,0.6,bom
0.19556,0.08297,0.108,0.3,0.31,ruim
0.6834,0.41776,0.307,0.04375,0.36,ruim
0.1849,0.029955,0.491,0.3625,0.69,bom
0.71694,1,0.578,0.32083333333333,0.37,ruim
0.87294,1,0.153,0.033333333333333,0.23,ruim
0.31252,0.067895,0.237,0.09375,0.22,ruim
0.83024,0.177405,0.357,0.6875,0.6,bom
0.882,1,0.619,0,0.18,ruim
0.78188,1,0.701,0,0.19,ruim
0.91294,0.338225,0.275,0.05,0.21,bom
0.08392,0.202595,0.213,0.41875,0.66,ruim
0.5704,0.72632,0.9,0.20416666666667,0.3,bom
0.12372,0.04432,0.838,0.37708333333333,0.58,bom
0.18272,0.027685,0.773,0.1875,0.51,bom
0.3594,0.035905,0.856,0.94791666666667,0.61,bom
0.13572,0.29468,0.614,0.21666666666667,0.5,bom
0.96806,0.601715,0.84,0.47916666666667,0.58,bom
0.84044,1,0.588,0.060416666666667,0.21,ruim
0.07218,0.07233,0.28,0.22708333333333,0.55,bom
0.4069,0.571295,0.912,0.21875,0.44,bom
0.60292,1,0.182,0.47291666666667,0.52,ruim
0.64542,1,0.823,0.041666666666667,0.21,ruim
0.36616,0.50747,0.535,0.11666666666667,0.27,ruim
0.3494,0.02729,0.595,0.039583333333333,0.2,bom
0.6951,1,0.403,0.0020833333333333,0.2,ruim
0.13118,0.045165,0.881,0.52291666666667,0.47,bom
0.24938,0.526805,0.977,0.42291666666667,0.35,bom
0.8538,1,0.754,0.18541666666667,0.31,ruim
0.90336,1,0.988,0.31666666666667,0.31,ruim
0.94352,1,0.641,0.03125,0.2,ruim
0.59554,0.621495,0.694,0.064583333333333,0.25,bom
0.09232,0.08372,0.92,0.52708333333333,0.7,bom
0.46058,0.730055,0.681,0.13125,0.69,ruim
0.29356,0.296415,0.793,0.033333333333333,0.35,bom
0.70632,1,0.364,0.72083333333333,0.49,ruim
0.30112,0.673525,0.891,0.56458333333333,0.68,bom
0.35918,0.582235,0.906,0.33333333333333,0.36,bom
0.17014,0.06419,0.796,0.32291666666667,0.44,bom
0.35088,0.875745,0.483,0.17083333333333,0.25,ruim
0.81404,0.19013,0.218,0.94166666666667,0.56,bom
0.91126,0.86628,0.248,0,0.19,ruim
0.92938,1,0.93,0.2125,0.28,ruim
0.44028,0.061605,0.27,0.10625,0.27,bom
0.75554,1,0.17,0.82916666666667,0.58,ruim
0.69862,1,0.327,0.40625,0.44,ruim
0.37328,0.3297,0.577,0.072916666666667,0.3,bom
0.88962,1,0.358,0.085416666666667,0.36,ruim
0.33598,0.56685,0.241,0.14166666666667,0.32,ruim
0.3134,0.47436,0.379,0.27708333333333,0.57,ruim
0.97176,0.167715,0.437,0.41458333333333,0.37,bom
0.3345,0.452525,0.832,0.35,0.67,bom
0.95934,1,0.807,0.022916666666667,0.29,ruim
0.57854,0.069285,0.895,0.66458333333333,0.48,bom
0.14456,0.337505,0.57,0.01875,0.49,ruim
0.43494,0.59622,0.428,0.54791666666667,0.51,bom
0.25412,0.242405,0.954,0.39375,0.55,bom
0.89922,0.18247,0.153,0.32291666666667,0.32,bom
0.5278,0.39874,0.848,0.92708333333333,0.66,bom
0.5144,0.835,0.67,0.09375,0.22,ruim
0.07934,0.177935,0.24,0.125,0.56,ruim
0.13592,0.18278,0.195,0.71875,0.56,bom
0.96806,1,0.208,0.20833333333333,0.43,ruim
0.53706,1,0.221,0.3,0.31,ruim
0.33202,0.40509,0.217,0.36666666666667,0.65,ruim
0.8413,1,0.366,0.30625,0.56,ruim
0.76114,1,0.881,0.060416666666667,0.46,ruim
0.5112,0.011155,0.413,0.24583333333333,0.69,bom
0.42668,0.475305,0.54,0.7,0.47,bom
0.98344,0.184485,0.141,0,0.18,bom
0.6889,0.276775,0.657,0.25833333333333,0.45,bom
0.8301,0.711355,0.527,0.6,0.52,bom
0.19974,0.412845,0.625,0.45833333333333,0.59,bom
0.2864,0.39789,0.882,0.53958333333333,0.42,bom
0.33612,0.31633,0.819,0.15833333333333,0.53,bom
0.4759,0.58373,0.508,0.65833333333333,0.46,bom
0.25506,0.086915,0.645,0.86875,0.66,bom
0.78324,0.617055,0.431,0.10625,0.37,ruim
0.83648,0.059075,0.704,0.49166666666667,0.56,bom
0.2016,0.126015,0.18,0.39791666666667,0.63,bom
0.0581,0.02869,0.672,0.90208333333333,0.63,bom
0.1675,0.353175,0.467,0.94583333333333,0.57,bom
0.1472,0.267055,0.488,0.24583333333333,0.57,bom
0.2905,0.234835,0.933,0.24166666666667,0.54,bom
0.8976,0.55006,0.762,0.88958333333333,0.57,bom
0.03358,0.02941,0.22,0.03125,0.38,ruim
0.51586,0.93755,0.995,0.16041666666667,0.28,bom
0.71964,0.245635,0.823,0.025,0.21,bom
0.73592,0.65856,0.145,0.3,0.63,ruim
0.96336,1,0.617,0.21458333333333,0.3,ruim
0.99618,1,0.929,0.0125,0.19,bom
0.52988,0.895885,0.211,0.74791666666667,0.53,ruim
0.70002,1,0.766,0.30416666666667,0.5,ruim
0.93062,1,0.799,0.070833333333333,0.22,ruim
0.41902,0.984125,0.336,0,0.18,ruim
0.0635,0.03042,0.379,0,0.31,ruim
0.43726,0.00336,0.721,0.18333333333333,0.44,bom
0.61868,0.450485,0.519,0.00625,0.2,bom
0.94514,1,0.253,0,0.18,ruim
0.14194,0.20285,0.721,0.14791666666667,0.27,bom
0.78562,1,0.289,0.064583333333333,0.26,ruim
0.61218,0.42355,0.291,0.175,0.41,ruim
0.47174,0.423955,0.178,0.097916666666667,0.25,ruim
0.43692,0.697035,0.925,0.020833333333333,0.19,bom
0.86254,0.83416,0.851,0.6625,0.6,bom
0.661,0.014235,0.357,0.1,0.25,bom
0.77374,0.14221,0.21,0.58541666666667,0.51,bom
0.96708,1,0.941,0.21458333333333,0.44,bom
0.7413,1,0.846,0.21041666666667,0.3,bom
0.49974,0.16304,0.704,0.054166666666667,0.28,bom
0.09174,0.19631,0.123,0.70833333333333,0.47,bom
0.59496,1,0.356,0.24583333333333,0.69,ruim
0.5921,0.489705,0.93,0.022916666666667,0.19,bom
0.45666,0.468115,0.955,0.33958333333333,0.41,bom
0.97894,1,0.366,0.62291666666667,0.54,ruim
0.93512,1,0.622,0.39375,0.42,ruim
0.57934,0.55542,0.512,0.39166666666667,0.51,bom
0.8073,1,0.766,0.00625,0.21,ruim
0.07038,0.148255,0.173,0.083333333333333,0.23,ruim
0.36956,0.25949,0.717,0.020833333333333,0.23,bom
0.68078,1,0.772,0.52291666666667,0.54,bom
0.56342,0.34898,0.823,0.045833333333333,0.26,bom
0.05844,0.130725,0.475,0.83958333333333,0.66,bom
0.74284,1,0.463,0.09375,0.25,ruim
0.49458,0.300145,0.79,0.42708333333333,0.45,bom
0.24998,0.362295,0.46,0.77291666666667,0.55,bom
0.63744,0.00531,0.751,0.29791666666667,0.32,bom
0.35498,0.452295,0.727,0.03125,0.27,bom
0.55848,1,0.418,0.14791666666667,0.26,ruim
0.06764,0.12143,0.547,0.51041666666667,0.53,bom
0.95486,0.674815,0.564,0.39791666666667,0.34,bom
0.92622,0.482745,0.644,0.041666666666667,0.28,bom
0.67368,1,0.648,0.73125,0.59,ruim
0.79598,1,0.716,0.17083333333333,0.25,ruim
0.70748,1,0.815,0.63333333333333,0.45,ruim
0.71194,0.88503,0.668,0.51666666666667,0.63,bom
0.91268,1,0.455,0.38125,0.65,ruim
0.83968,0.54129,0.715,0.34583333333333,0.46,bom
0.48834,1,0.351,0.38958333333333,0.46,ruim
0.0673,0.0797,0.832,0.53125,0.59,bom
0.47872,0.64023,0.628,0.041666666666667,0.25,ruim
0.47806,0.365845,0.569,0.74375,0.68,bom
0.599,0.55468,0.588,0.85,0.52,bom
0.17168,0.3159,0.224,0.054166666666667,0.35,ruim
0.59678,0.960015,0.748,0.49583333333333,0.64,bom
0.1142,0.245075,0.911,0.072916666666667,0.33,bom
0.25594,0.23384,0.234,0.01875,0.19,ruim
0.42592,1,0.677,0.29791666666667,0.59,ruim
0.34118,0.528035,0.287,0.40208333333333,0.67,ruim
0.30158,0.451405,0.268,0.79791666666667,0.67,bom
0.05298,0.08424,0.315,0.7,0.64,bom
0.52282,0.30521,0.595,0.60416666666667,0.6,bom
0.26148,0.19836,0.552,0.022916666666667,0.19,bom
0.75124,0.70911,0.358,0.45,0.38,bom
0.93032,1,0.46,0.41666666666667,0.39,ruim
0.4962,0.80922,0.345,0.15,0.61,ruim
0.67386,0.15626,0.398,0,0.22,bom
0.9844,1,0.603,0.014583333333333,0.2,ruim
0.65174,0.481405,0.432,0.525,0.6,bom
0.57582,0.166445,0.789,0.47083333333333,0.68,bom
0.08294,0.20104,0.379,0.12083333333333,0.67,ruim
0.97304,1,0.121,0.0875,0.45,ruim
